Tweets,Label
Lah itu fotonya udah lama bukan sih? Sebelum TikTok shop ditutup,Negatif
"Baru aja ngeliat vt yg cerita abis dari mangga dua setelah tiktok shop ditutup, tapi harganya di getok habis habisan, harga celana yg biasanya 100-200ribu malah dihargain 600ribu 😭😭 nangisss mending beli yg branded sekalian",Negatif
"TikTok Shop Ditutup, Begini Cara Cek Pesanan Belanja di TikTok Jika Terlanjur Checkout ",Negatif
" Apa sih anjir wkwk di shopee toko asing udh gak ada, Tiktok shop udh ditutup. Masih ada aja yg protes. Gak jelas amat🥲 kata mak gue TA masih rameeee anjir. Mak gue baru kemaren ke sana. Di blok B, blok A, blok F masih serame biasanya. Julid mulu",Negatif
 Tapi tiktok shop udah ditutup,Negatif
"TikTok Shop yg banyak diminati masyarakat sdh resmi ditutup. Hal ini jadi angin segar bagi para pedagang di Pasar Kota Bojonegoro, terutama pedagang pakaian. Para pedagang mengatakan dgn ditutupnya TikTok Shop para pelanggan mulai berdatangan di kiosnya 👍  ",Positif
 Lah tiktok shop ditutup lantara perizinan njirr,Positif
"Tiktok shop ditutup, 'body shop' di sini gak ditutup2 nih",Negatif
 Kalo tiktok shop okelah ditutup karena awalnya kan tiktop masuk di indo jd socmed. Nah shopee sm tokped mah awal ada juga udh jd e-commerce kali. Penjualn yg harus ikutin jaman dan konsumen yg udh satset dengan teknologi. Gak semua konsumen bisa tiap hari ketanah abang. Kocak emg,Positif
sumpah ya gara-gara tiktok shop ditutup aku jadi kepikiran nasib kakek-kakek yang jual baju rajut sama kakek-kakek yang jual baju anak-anak🥺padahal TS sumber pendapatannya loh🥲 bukan pedagang TA aja yang butuh pendapatan tapi kenapa kayak pemerintah disuruh aware cuma ke TA aja,Negatif
 tiktok shop ditutup sebenernya karna masalah izin kan ya,Positif
" Sekedar mengingatkan, kemarin TikTok shop ditutup karena dia ga bayar, juga Karena TikTok itu aplikasi sosial media, bukan e-commerce.  Bedain dong sama e-commerce yang tujuannya emang jualan. Toh kalian tetep bisa jualan di shopi atau lajada kalau mau....",Negatif
" Kayaknya foto yg dilampirin itu foto sebelum tiktok shop ditutup deh jadi itu foto udah lama, ini sih kayak menggiring opini seolah2 pedagang offline mau menangnya sendiri",Positif
Lah.. Bukannya tiktok shop ditutup gr izin nya itu social media bukan e-commerce?  Lagian pedagang yg pengen jualannya dibeli bukan cuman pedagang tanah abang doang.. Dibalik shopee tuh juga para seller nya manusia beneran.. Mereka jualan krn butuh uang buat hidup juga  Aneh",Negatif
  kesal kak cukup tiktok shop saja ditutup  dan pembelian barang dr cina ditutup jangan merembet kelain,Negatif
nyesel bgt ga beli rr di tiktok shop sblm ditutup:( harga di tts cuma 75rban sdgkan di lainnya 99rb😣,Negatif
Hahhh?? Mon maap nih yee kmrn kan tiktok shop udh ditutup masa shoppe dll dituntut jg. Di luar negri aja make tu apk adem ayem bae tu pasar kgk bnyk nuntut yeuuu,Positif
 tiktok shop udh ditutup tetep aja kan tanah abang sepi pdhal udh ngorbanin banyak orng terutama yg nyari cuan lewat affiliate mereka ga sadar apa ya mentingin satu pihak doang mending tanah abang tutup aja sekalian,Positif
" Tiktok shop wajar karna ijinya sosmed, kalo e-comer macam laza, shoppe, tokped mah kebangetan kalo sampe ditutup",Positif
 padahal TikTok shop ditutup bkn karna pedagang tanah abang,Negatif
"TikTok Shop Resmi Ditutup: Peluang, menunggu, dan harapan  ",Negatif
" Gw inget waktu debat capres ingin menerapkan era digital 2.0, sekarang TikTok shop ditutup, orang yang pengen produk luar negeri lewat jastip diobok obok, masyarakat punya hak dong kok ini kesannya di opresi, gimana pendapatnya  ",Negatif
TikTok Shop Indonesia Resmi Ditutup Perhari In     ,Negatif
" Sepatutnya bkn tiktok shop yg ditutup. Patut tutup pd konten bodoh2 shj. Yg joget2, tidur dkt kebun,",Negatif
Tiktok Shop sudah resmi ditutup. Menjadi angin segar bagi para pedagang di Pasar Kota Bojonegoro.  Masyarakat sudah mulai banyak berseliweran lagi di kios-kios pakaian Pasar Kota Bojonegoro ini. Memang tidak semuanya membeli. ,Positif
"Penutupan TikTok Shop adalah wujud keberpihakan pemerintah terhadap UMKM.  Dan benar saja, pasca TikTok Shop ditutup para pedagang di pasar langsung merasakan dampak positifnya.  Pasar kembali ramai dan penjualan para pedagang perlahan mulai meningkat. ",Positif
alhamdulilah pasca  keranjang kuning TikTok Shop ditutup para pedagang di pasar²   kini telah merasakan dampak positif. Terutama  pedagang pakaian. salah satu pedagang pakaian di Pasar Kota Bojonegoro mengakui Dia bersyukur atas ditutupnya TikTok Shop Mengingat  selama TikTok… ,Positif
"Meski Sudah Ditutup, Pakar Ekonomi Ini Memprediksi Jika TikTok Shop Akan Kembali Dibuka ",Negatif
"TikTok Shop sebagai platform e-commerce yang banyak diminati masyarakat, sudah resmi ditutup. Hal ini menjadi angin segar bagi para pedagang di Pasar Kota Bojonegoro. Terutama, pedagang pakaian. Nur Hasanah, salah satu pedagang pakaian di Pasar Kota Bojonegoro mengakui hal itu.… ",Positif
Tiktok shop ditutup. Orang cinanya rame ke bromo jongkok mundur sambil sendiko dawu lu.,Negatif
"TikTok Shop Ditutup, kenapa facebook, Instagram dll gk ditutup. Media sosial itu memang bukan untuk jualan.  Jualan itu ada tempatnya, jgn jualan di media sosial!!!, sekedar promosi masi terimalah.",Negatif
 mending judol yg ditutup dari pda tiktok shop,Positif
"Sebut Punya Peran Penting Buat Ibu-Ibu Rumah Tangga, Lady Nayoan Sedih Platform TikTok Shop Ditutup  ",Negatif
"tp ku perhatikan semenjak tiktok shop ditutup, mmh ku kd prnh ngirim link tiktok lg hehe",Negatif
susah TikTok shop ditutup aku kudu belanja dmn anjir toko oren jauh jauh jauhhhhhh lebih mahal,Negatif
"  Ngapain shopee ditutup, jelas2 yg bermasalah itu tiktok shop nya karena 1. Gk ada ijin sebagai commerce 2. Banyak produk china yg fyp karna algoritma nya diatur sm tiktoknya. 3. Adanya Predatory pricing ( harga jual produk sgt murah ) ini bisa bkin umkm gulung tikar.",Positif
TikTok Shop Ditutup  ,Negatif
"Lucu ya negara ini, TikTok Shop resmi ditutup karena alasan kebijakan yg absurd katanya tidak punya izin sebagai e-commerce"" yg notabenenya adalah Social Media. Katanya mematikan UMKM di Tanah Abang bla bla bla  Judi slot kapan ditutup pak presiden? Kalau akar masalahnya karena""",Negatif
"Mendengar Pidato Presiden tentang hal ini, saya sangat setuju TiKTok Shop ditutup. . 11.000 T nilai transaksinya dan 90% barang impor. Kita akan dikuasai asing jika dibiarkan.",Positif
"TikTok Shop Ditutup, Ini Strategi Para Penjual Meraup Cuan ",Negatif
  Awokkkkk😭 tiktok shop ditutup tapi semangat dagang kami tidak luntur,Negatif
TikTok Shop Resmi Ditutup Adalah sebuah Kebijakan yg Mendukung Potensi UMKM Indonesia Jangan sampai UMKM Indonesia hancur karena adanya Tik Tok Shop yg sangat merugikan para pelaku UMKM.   Richard Rencana Besar Djaja Ozil Russia Palestina Israel Hamas Teroris ,Positif
hari ini kerja lagi di rawa bokor. imbas tiktok shop ditutup... gmn yang lain yang posisinya bukan apa2. pasti pada kena juga.,Negatif
 Yg ditutup hrs nya penyedia jasa pinjol ilegal maupun legal yg bunganya tinggi aerta penyedia judi dan judi slot. Bukan tiktok shop,Negatif
"Tiktokshop resmi ditutup, pengamat nilai sebagai kebijakan yang mendukung dan meningkatkan potensi UMKM Indonesia. ketika TikTok Shop resmi ditutup, mau tidak mau para UMKM di sana mesti bermigrasi ke pasar atau marketplace lain   ~~ Richard Rencana Besar Palestina Israel Hamas ",Negatif
judol kaga ditutup giliran tiktok shop ditutup anwh,Negatif
TikTok Shop resmi ditutup 4/10/ 2023. Penutupan TikTok Shop karena Platform video musik asal Tiongkok itu ditutup terkait masalah perizinan. Menkop UKM Teten Masduki mengatakan TikTok Shop tidak memiliki izin berdagang bagi e-commerce. Richard Rencana Besar Palestina Israel Hamas ,Negatif
" Oh kukira jadi affiliator. Padahal bisa kayak di reel ya, bikin video aja. Tapi kalo job di tiktok kebanyakan diarahkan ke penjualan sih karena harus ada keranjang kuning, jadi ngaruh pas tiktok shop ditutup.",Positif
"TikTok Shop Ditutup, Pedagang di Tanah Abang Ungkap Persaingan Produk Impor  ",Negatif
"efek tiktok shop gada bener bener ngaruh banget ke ekspedisi, belum ada seminggu udah ada pengurangan karyawan 9 orang , itu baru digudang gua belum digudang lain, ditambah shopee crossborder juga bakalan ditutup juga sama pemerintah",Positif
"VIDEO TikTok Shop Ditutup Tuai Perdebatan, Pria ini Bongkar Liciknya Strategi Marketing para Seller  ",Negatif
" Aku dapet jobnya bikin video di tiktok mbak. Bukan karena keranjang kuningnya aja sih. Cuma dampak ditutupnya tiktok shop ini bikin si brand nge-cut creator jg. Jadi yaa sedih aja gitu. Aku lagi asyik bikin video di tiktok krn dapet tawaran dari 2 brand, gataunya ditutup. 😭😭",Negatif
"Artis kena imbas TikTok Shop ditutup, Muzdalifah pernah dapat Omzet Rp 1 miliar dari jual tisu dan bawang goreng, kini gigit jari.         lewat ",Negatif
Dengerin ya gaess... alasan tiktok shop ditutup .. simak smpe habis ya .. ini demi negara jg sih... 💪♥️🇮🇩 ,Positif
 Khabarnya ramai terkesan sebab TikTok Shop ditutup di Indonesia  ,Negatif
Ini alasan knp tiktok shop ditutup ,Negatif
Penasaran kenapa TikTok Shop ditutup sebenarnya? simak ulasannya di sini    ,Negatif
EH INI TIKTOK SHOP UDAH DITUTUP BENERAN?! BARANG GUE MASIH ADA YANG BELUM NYAMPE😭,Positif
" Menurut gw sdh tepat tiktok shop ditutup, presiden sdh bilang kalau yg dijual produk lokal mungkin ga ada masalah",Positif
TikTok Shop Ditutup: Menteri Koperasi Teten Masduki Ungkap 'Kelicikan' yang Rugikan Penjualan Produk Lokal ,Negatif
"Beli asi booster mom uung di shopee 120k sedangkan baru aja bulan ini beli produk yg sama di tiktok shop pas live njir 105k. Damn! Eh tiktok shop resmi ditutup, njir lah mayan kan 15k 😭",Positif
"Tiktok shop ditutup. Namun beberapa pengusahanya mengurangi jumlah karyawan sampai 1%. Padahal dalam waktu 1 bulan, tiktok shop akan kembali",Negatif
 Ngakaaaak sepatu nabi adam 😭 jadinya kamu refund apa begimana ? Eh tapi sekarang tiktok shop udah ditutup yah padahal enak banget belanja disana.,Positif
"Mk akan bnyk Mak2 Rmh Tangga yg tdk bs lagi bantu suamiy utk memenuhi kebutuhan RT mrk. Aplg klo suaminya di PHK. Ykn sy bgt Tiktok Shop ditutup, bnyk masy. yg kesulitan mkn nasi. Mn beras lg mahal. Boleh jd penutupan ini spy pedagang fisik milik org kaya yg sdh koit hidup lagi.",Positif
TikTok Shop ditutup karena saingi e-commerce milik orang dekat Jokowi: Semacam... - Hops ID ,Positif
" Perlu banget ngecek berita ini:  Nah loh.. ecommerce biru hati aja udah bebasin biaya komisi, jadi buat kalian selaku seller, jangan sedih lagi ya kalau Tiktok Shop ditutup.",Positif
tbh sedih sih tiktok shop ditutup 😪,Negatif
Peniaga ‘online’ Malaysia simpati TikTok Shop Indonesia ditutup       ,Negatif
"TikTok Shop Resmi Ditutup, &amp lsquo Kurir: Tidak ada Lagi Barang yang DIkirim&amp rsquo  ",Negatif
Apakah dengan tiktokshop pemerintah akan membuka lapangan kerja baru bagi yang terkena dampak PHK dari aplikasi TikTok shop tersebut? Namun apakah demi UMKM TikTok shop harus ditutup dan berdampak para ribuan orang? ,Positif
Kalo tiktok shop beneran ditutup doa suaminya  siapa ini yg terkabul?,Positif
" Dia bisa nutup tiktok shop, tapi apakah dia bisa nutup impor barang murah dari Cina? Apakah setelah tiktok shop ditutup menjamin ga ada barang murah impor dari Cina yang masuk? Shopee? Cuma diperingatkan, belum ditutup cross bordernya. Ndasmu..",Positif
"Muzdalifah Sedih TikTok Shop Ditutup, Sempat Raup Rp 1 Miliar  ",Negatif
Muzdalifah turut menanggapi layanan TikTok Shop yang resmi ditutup pemerintah ,Negatif
"TikTok Shop Ditutup, Omzet Pelaku UMKM di Kota Tasikmalaya Turun Drastis - ",Negatif
Tiktok shop ditutup... Kopi Sianida... Sebuah isu2 yg trending topik minggu ini...,Negatif
"Lihat, apakah ada perbedaan dengan tiktok shop ditutup? Apakah tanah abang udah rame? Kayaknya sama aja, wong di tiktok masih pada live juga, cuman pembeliannya di toko sebelah  Kenapa pedagang2 yang di tanah abang ga coba cara jualan online juga, memanfaatkan teknologi(?) 🤔",Positif
"Tiktok Shop ditutup !🫣  Tenang ,km masih bisa dapatkan Cuan dari Tiktok tanpa Keranjang Kuning  👉Modal sekali  👉Tidak wajib Belanja ulang setiap bulan 👉Tidak Tutup point 👉Tidak Reset Poin Poin Akumulasi  Kmu sudah tahu Informasi Peluang Keren ini ?  Coment Yoo 👉☺️",Positif
Momen Seorang Wanita Menangis Sesenggukan Karena Tiktok Shop Ditutup  ,Negatif
Yg harusnya ditutup pemerintah tuh mobil legend bukan tiktok shop,Positif
"Dari kemarin mikir ini, eh tetiba diperjelas dg sangat jelas oleh Rocky Gerung.  Tiktok shop ditutup, lah  Tokped? Shopee?  Dll  gimana masa ngga ditutup juga kalo alasannya predatory pricing?  Semua juga predatory pricing Krn mmg demikian adanya dlm era Turbo Capitalism skrg. ",Negatif
"   wkwkwk sama kek tiktok shop, itukn jg termasuk kebijakan pemerintah tp masyarakat byk yg kesel pdhl gatau alasan kenapa ditutup. okelah kasian byk reseller indo, ya tpi byk juga yg dr negeri sana menguasai makanya lgsg diputus biar ga makin bahayaa. intinya jgn nyuruh pemimpin",Negatif
" TikTok Shop telah rasminya ditutup di Indonesia pada 4 Oktober 2023, jam 5 petang (WIB). Semua rakyat Indonesia sudah tidak boleh menggunakan lagi ciri jual beli dalam talian di aplikasi tersebut. Sebelum ditutup, peniaga &amp  ‘affiliate’ telah menerima makluman awal ",Negatif
"TikTok Shop Ditutup, Omzet Pelaku UMKM di Kota Tasikmalaya Turun Drastis - TIMES Indonesia ",Negatif
6 Juta UMKM Terdampak Usai TikTok Shop Ditutup? Ini Faktanya : Okezone Economy ,Negatif
"Btw, pas di detik-detik TikTok Shop ditutup, Kahf lagi ngadain promo package hampers gini harganya 129k, dapet perfume, body wash, Face wash, emoney, dan tas 😍 ",Positif
"Akhir Perjalanan TikTok Shop hingga Ditutup, Cek 4 Faktanya : Okezone Economy ",Negatif
Para penjual yang sebelumnya menggunakan TikTok Shop dinilai tetap bisa bertahan dengan memanfaatkan aplikasi itu meski layanan jual beli ditutup. ,Positif
"Tiktok shop cepet ditutup, meanwhile situs slot ga ada yg ditindak 🤣 ini pemerintah suruh rakyatnya ngejudi dibanding produktif bisnis gitu ? Dahlah",Negatif
" TikTok shop ditutup apakah tanah abang bakal rame ? GA AKAN, Menteri ga becus, bukannya menyelesaikan masalah, malah nambah masalah",Negatif
Deretan artis Tanah Air di bawah ini menangis usai TikTok Shop ditutup oleh pemerintah. ,Negatif
 ditutup nya tiktok shop bukti nyata kegagalan pemerintah dlm bekerja menjaga ketahanan ekonomi bagi rakyat menengah ke bawah.. 😌,Negatif
" Pengusaha dan Pedagang itu harus lincah dan gesit dalam memanfaatkan peluang. Tiktok shop ditutup, itu hanya masalah kecil, dan saya sangat yakin, dalam waktu sebulan ke depan, mereka akan kembali menemukan jalan. Bisnis, berdagang, jualan eceran, selalu ada kendala, tetapi yang…",Positif
"Tiktok Shop Ditutup Pemerintah, Artis Sedih ",Negatif
TikTok Shop Indonesia Resmi Ditutup Perhari Ini     ,Negatif
" Iya pak, udah bagus barang impor ditutup selamanya. Tapi balikin tiktok shop😭",Positif
Jadi ini alasan kenapa Tiktok shop ditutup  Repost keras 🔥 ,Negatif
"  Yg begini ini yg jadi salah satu alasan tiktok shop ditutup, krna pake artis dan pabriknya sendiri ngelive. Otomatis reseller dan pedagang pasar modal rendah makin melarat",Negatif
"TikTok Shop Indonesia Resmi Ditutup, Alice Norin Buka Suara: Bukan Sekadar Artis Ikut Jualan!: MEDAN,  – Selebritis Tanah Air yang turut berjualan di TikTok disebut-sebut menjadi salah satu alasan tutupnya TikTok Shop Indonesia…  ",Negatif
"Pedagang Pasar Kapasan Surabaya Gembira TikTok Shop Ditutup, Mulai Dapat Order hingga Lusinan   ",Positif
" menurutku seharusnya jgn lngsng ditutup, tapi disiapin dlu aplikasi pengganti tt shop buat para seller yg masih di bawah naungan tiktok",Negatif
"Ternyata selain tiktok shop ditutup belanja dari cina via shopee juga udah gabisa wkwkwkkw sedikit sedih karena barang cina murah dan lucu2, but it's okay ayo semangat beli brand lokal 🛍💙",Positif
emg sebenernya dr awal mau tiktok shop ditutup jg gabakal ngaruh ke penjualan kios tanah abang pasti bakal sama aje wkwkwk,Negatif
"           Asli yg ini testimoni yg paling kocak lue semua harus dengerin nih, lucu banget, kasi denger zul juga, setelah tiktok shop ditutup. The best 🤣🤣👇        🤣🤣👇 ",Positif
 Masih ada yg jualan di tiktok? Bukannya tiktok shop sudah ditutup?..,Negatif
"Keburukan jg muncul dr kebaikan, Tak semua kebaikan menimbulkan dampak baik, ex: fenomena penutupan tiktok shop, disatu sisi UMKM sng krna pesaing semkin dikit,d sisi lain masyarakat pasti ada yang merasa gara² tiktok ditutup gw g bisa bli murah lagi""  Yng sempurna hnya tuhan😁""",Positif
 Maksudnya kamu benci orang ini dan setuju dengan yg menghujat tersebut karena tiktok shop ditutup apa gimana? Coba jelasin,Negatif
tiktok shop ditutup,Negatif
"sekarang aku berasa mulai dari 0 sejak Tiktok Shop ditutup.. live di medsos sebelah, live di Tiktok pun hasilnya sama.  sama2 sepi pake banget. nasib pejuang  umkm yg baru kayak aku nasibnya gimana ya..",Positif
Punca Tiktok shop ditutup di Indonesia ,Negatif
